Title,ArXiv Link,Paper Date,Date Added
GPT-Powered Elicitation Interview Script Generator for Requirements Engineering Training,https://arxiv.org/abs/2406.11439,2024-06-17,2024-06-19
Analysing the Behaviour of Tree-Based Neural Networks in Regression Tasks,https://arxiv.org/abs/2406.11437,2024-06-17,2024-06-19
AnyTrans - Translate AnyText in the Image with Large Scale Models,https://arxiv.org/abs/2406.11432,2024-06-17,2024-06-19
Super(ficial)-alignment - Strong Models May Deceive Weak Models in Weak-to-Strong Generalization,https://arxiv.org/abs/2406.11431,2024-06-17,2024-06-19
A Simple and Effective $L_2$ Norm-Based Strategy for KV Cache Compression,https://arxiv.org/abs/2406.11430,2024-06-17,2024-06-19
Fusion Makes Perfection - An Efficient Multi-Grained Matching Approach for Zero-Shot Relation Extraction,https://arxiv.org/abs/2406.11429,2024-06-17,2024-06-19
DiTTo-TTS - Efficient and Scalable Zero-Shot Text-to-Speech with Diffusion Transformer,https://arxiv.org/abs/2406.11427,2024-06-17,2024-06-19
Evaluating the Efficacy of Open-Source LLMs in Enterprise-Specific RAG Systems - A Comparative Study of Performance and Scalability,https://arxiv.org/abs/2406.11424,2024-06-17,2024-06-19
"Dredge Word, Social Media, and Webgraph Networks for Unreliable Website Classification and Identification",https://arxiv.org/abs/2406.11423,2024-06-17,2024-06-19
Cross-domain Open-world Discovery,https://arxiv.org/abs/2406.11422,2024-06-17,2024-06-19
BAMBINO-LM - (Bilingual-)Human-Inspired Continual Pretraining of BabyLM,https://arxiv.org/abs/2406.11418,2024-06-17,2024-06-19
Formally Certified Approximate Model Counting,https://arxiv.org/abs/2406.11414,2024-06-17,2024-06-19
"HARE - HumAn pRiors, a key to small language model Efficiency",https://arxiv.org/abs/2406.11410,2024-06-17,2024-06-19
CodeGemma - Open Code Models Based on Gemma,https://arxiv.org/abs/2406.11409,2024-06-17,2024-06-19
Multimodal Structured Generation - CVPR's 2nd MMFM Challenge Technical Report,https://arxiv.org/abs/2406.11403,2024-06-17,2024-06-19
"Evaluating Open Language Models Across Task Types, Application Domains, and Reasoning Types - An In-Depth Experimental Analysis",https://arxiv.org/abs/2406.11402,2024-06-17,2024-06-19
REPOEXEC - Evaluate Code Generation with a Repository-Level Executable Benchmark,https://arxiv.org/abs/2406.11927,2024-06-17,2024-06-19
Large Language Models and Knowledge Graphs for Astronomical Entity Disambiguation,https://arxiv.org/abs/2406.11400,2024-06-17,2024-06-19
Spillover Detection for Donor Selection in Synthetic Control Models,https://arxiv.org/abs/2406.11399,2024-06-17,2024-06-19
DistPred - A Distribution-Free Probabilistic Inference Method for Regression and Forecasting,https://arxiv.org/abs/2406.11397,2024-06-17,2024-06-19
Unfolding Time - Generative Modeling for Turbulent Flows in 4D,https://arxiv.org/abs/2406.11390,2024-06-17,2024-06-19
SEFraud - Graph-based Self-Explainable Fraud Detection via Interpretative Mask Learning,https://arxiv.org/abs/2406.11389,2024-06-17,2024-06-19
MetaGPT - Merging Large Language Models Using Model Exclusive Task Arithmetic,https://arxiv.org/abs/2406.11385,2024-06-17,2024-06-19
A Realistic Evaluation of LLMs for Quotation Attribution in Literary Texts - A Case Study of LLaMa3,https://arxiv.org/abs/2406.11380,2024-06-17,2024-06-19
Boosting Scientific Concepts Understanding - Can Analogy from Teacher Models Empower Student Models?,https://arxiv.org/abs/2406.11375,2024-06-17,2024-06-19
Fairer Preferences Elicit Improved Human-Aligned Large Language Model Judgments,https://arxiv.org/abs/2406.11370,2024-06-17,2024-06-19
Improving Quotation Attribution with Fictional Character Embeddings,https://arxiv.org/abs/2406.11368,2024-06-17,2024-06-19
Refiner - Restructure Retrieval Content Efficiently to Advance Question-Answering Capabilities,https://arxiv.org/abs/2406.11357,2024-06-17,2024-06-19
Preserving Knowledge in Large Language Model - A Model-Agnostic Self-Decompression Approach,https://arxiv.org/abs/2406.11354,2024-06-17,2024-06-19
$\texttt{MoE-RBench}$ - Towards Building Reliable Language Models with Sparse Mixture-of-Experts,https://arxiv.org/abs/2406.11353,2024-06-17,2024-06-19
Full-ECE - A Metric For Token-level Calibration on Large Language Models,https://arxiv.org/abs/2406.11345,2024-06-17,2024-06-19
KAOS - Large Model Multi-Agent Operating System,https://arxiv.org/abs/2406.11342,2024-06-17,2024-06-19
A Systematic Analysis of Large Language Models as Soft Reasoners - The Case of Syllogistic Inferences,https://arxiv.org/abs/2406.11341,2024-06-17,2024-06-19
Fine-grained Controllable Text Generation through In-context Learning with Feedback,https://arxiv.org/abs/2406.11338,2024-06-17,2024-06-19
Program Synthesis Benchmark for Visual Programming in XLogoOnline Environment,https://arxiv.org/abs/2406.11334,2024-06-17,2024-06-19
They're All Doctors - Synthesizing Diverse Counterfactuals to Mitigate Associative Bias,https://arxiv.org/abs/2406.11331,2024-06-17,2024-06-19
Are Large Language Models True Healthcare Jacks-of-All-Trades? Benchmarking Across Health Professions Beyond Physician Exams,https://arxiv.org/abs/2406.11328,2024-06-17,2024-06-19
Deep-Learning-Based Channel Estimation for Distributed MIMO with 1-bit Radio-Over-Fiber Fronthaul,https://arxiv.org/abs/2406.11325,2024-06-17,2024-06-19
GitHub Copilot - the perfect Code compLeeter?,https://arxiv.org/abs/2406.11326,2024-06-17,2024-06-19
DocCGen - Document-based Controlled Code Generation,https://arxiv.org/abs/2406.11925,2024-06-17,2024-06-19
GUICourse - From General Vision Language Models to Versatile GUI Agents,https://arxiv.org/abs/2406.11317,2024-06-17,2024-06-19
Improved Algorithms for Contextual Dynamic Pricing,https://arxiv.org/abs/2406.11316,2024-06-17,2024-06-19
Federated Active Learning Framework for Efficient Annotation Strategy in Skin-lesion Classification,https://arxiv.org/abs/2406.11310,2024-06-17,2024-06-19
"Management Decisions in Manufacturing using Causal Machine Learning -- To Rework, or not to Rework?",https://arxiv.org/abs/2406.11308,2024-06-17,2024-06-19
An Empirical Investigation of Matrix Factorization Methods for Pre-trained Transformers,https://arxiv.org/abs/2406.11307,2024-06-17,2024-06-19
VideoVista - A Versatile Benchmark for Video Understanding and Reasoning,https://arxiv.org/abs/2406.11303,2024-06-17,2024-06-19
Optimizing and Testing Instruction-Following - Analyzing the Impact of Fine-Grained Instruction Variants on instruction-tuned LLMs,https://arxiv.org/abs/2406.11301,2024-06-17,2024-06-19
Explainable assessment of financial experts' credibility by classifying social media forecasts and checking the predictions with actual market data,https://arxiv.org/abs/2406.11924,2024-06-17,2024-06-19
Iterative Utility Judgment Framework via LLMs Inspired by Relevance in Philosophy,https://arxiv.org/abs/2406.11290,2024-06-17,2024-06-19
A Systematic Survey of Text Summarization - From Statistical Methods to Large Language Models,https://arxiv.org/abs/2406.11289,2024-06-17,2024-06-19
MFC-Bench - Benchmarking Multimodal Fact-Checking with Large Vision-Language Models,https://arxiv.org/abs/2406.11288,2024-06-17,2024-06-19
Self and Cross-Model Distillation for LLMs - Effective Methods for Refusal Pattern Alignment,https://arxiv.org/abs/2406.11285,2024-06-17,2024-06-19
From Pixels to Progress - Generating Road Network from Satellite Imagery for Socioeconomic Insights in Impoverished Areas,https://arxiv.org/abs/2406.11282,2024-06-17,2024-06-19
Statistical Learning of Distributionally Robust Stochastic Control in Continuous State Spaces,https://arxiv.org/abs/2406.11281,2024-06-17,2024-06-19
Rethinking Spatio-Temporal Transformer for Traffic Prediction -Multi-level Multi-view Augmented Learning Framework,https://arxiv.org/abs/2406.11921,2024-06-17,2024-06-19
"Do Not Design, Learn - A Trainable Scoring Function for Uncertainty Estimation in Generative LLMs",https://arxiv.org/abs/2406.11278,2024-06-17,2024-06-19
Small Agent Can Also Rock! Empowering Small Language Models as Hallucination Detector,https://arxiv.org/abs/2406.11277,2024-06-17,2024-06-19
Self-training Large Language Models through Knowledge Detection,https://arxiv.org/abs/2406.11275,2024-06-17,2024-06-19
Skip-Layer Attention - Bridging Abstract and Detailed Dependencies in Transformers,https://arxiv.org/abs/2406.11274,2024-06-17,2024-06-19
Job-SDF - A Multi-Granularity Dataset for Job Skill Demand Forecasting and Benchmarking,https://arxiv.org/abs/2406.11920,2024-06-17,2024-06-19
Development of an Adaptive Multi-Domain Artificial Intelligence System Built using Machine Learning and Expert Systems Technologies,https://arxiv.org/abs/2406.11272,2024-06-17,2024-06-19
MINT-1T - Scaling Open-Source Multimodal Data by 10x - A Multimodal Dataset with One Trillion Tokens,https://arxiv.org/abs/2406.11271,2024-06-17,2024-06-19
Mitigating Large Language Model Hallucination with Faithful Finetuning,https://arxiv.org/abs/2406.11267,2024-06-17,2024-06-19
The Fall of ROME - Understanding the Collapse of LLMs in Model Editing,https://arxiv.org/abs/2406.11263,2024-06-17,2024-06-19
NLDF - Neural Light Dynamic Fields for Efficient 3D Talking Head Generation,https://arxiv.org/abs/2406.11259,2024-06-17,2024-06-19
Enhancing Biomedical Knowledge Retrieval-Augmented Generation with Self-Rewarding Tree Search and Proximal Policy Optimization,https://arxiv.org/abs/2406.11258,2024-06-17,2024-06-19
ExCP - Extreme LLM Checkpoint Compression via Weight-Momentum Joint Shrinking,https://arxiv.org/abs/2406.11257,2024-06-17,2024-06-19
Dynamic Data Mixing Maximizes Instruction Tuning for Mixture-of-Experts,https://arxiv.org/abs/2406.11256,2024-06-17,2024-06-19
Liberal Entity Matching as a Compound AI Toolchain,https://arxiv.org/abs/2406.11255,2024-06-17,2024-06-19
Can Machines Resonate with Humans? Evaluating the Emotional and Empathic Comprehension of LMs,https://arxiv.org/abs/2406.11250,2024-06-17,2024-06-19
Relational Learning in Pre-Trained Models - A Theory from Hypergraph Recovery Perspective,https://arxiv.org/abs/2406.11249,2024-06-17,2024-06-19
Performance Improvement of Language-Queried Audio Source Separation Based on Caption Augmentation From Large Language Models for DCASE Challenge 2024 Task 9,https://arxiv.org/abs/2406.11248,2024-06-17,2024-06-19
SpoT-Mamba - Learning Long-Range Dependency on Spatio-Temporal Graphs with Selective State Spaces,https://arxiv.org/abs/2406.11244,2024-06-17,2024-06-19
FamiCom - Further Demystifying Prompts for Language Models with Task-Agnostic Performance Estimation,https://arxiv.org/abs/2406.11243,2024-06-17,2024-06-19
The Benefits of Power Regularization in Cooperative Reinforcement Learning,https://arxiv.org/abs/2406.11240,2024-06-17,2024-06-19
Evading AI-Generated Content Detectors using Homoglyphs,https://arxiv.org/abs/2406.11239,2024-06-17,2024-06-19
What Kinds of Tokens Benefit from Distant Text? An Analysis on Long Context Language Modeling,https://arxiv.org/abs/2406.11238,2024-06-17,2024-06-19
QTIP - Quantization with Trellises and Incoherence Processing,https://arxiv.org/abs/2406.11235,2024-06-17,2024-06-19
MiniConGTS - A Near Ultimate Minimalist Contrastive Grid Tagging Scheme for Aspect Sentiment Triplet Extraction,https://arxiv.org/abs/2406.11234,2024-06-17,2024-06-19
Probing the Decision Boundaries of In-context Learning in Large Language Models,https://arxiv.org/abs/2406.11233,2024-06-17,2024-06-19
A Collaborative Data Analytics System with Recommender for Diverse Users,https://arxiv.org/abs/2406.11232,2024-06-17,2024-06-19
Enabling robots to follow abstract instructions and complete complex dynamic tasks,https://arxiv.org/abs/2406.11231,2024-06-17,2024-06-19
Multimodal Needle in a Haystack - Benchmarking Long-Context Capability of Multimodal Large Language Models,https://arxiv.org/abs/2406.11230,2024-06-17,2024-06-19
ComperDial - Commonsense Persona-grounded Dialogue Dataset and Benchmark,https://arxiv.org/abs/2406.11228,2024-06-17,2024-06-19
Compound Schema Registry,https://arxiv.org/abs/2406.11227,2024-06-17,2024-06-19
"Building another Spanish dictionary, this time with GPT-4",https://arxiv.org/abs/2406.11218,2024-06-17,2024-06-19
Global Data Constraints - Ethical and Effectiveness Challenges in Large Language Model,https://arxiv.org/abs/2406.11214,2024-06-17,2024-06-19
"What Operations can be Performed Directly on Compressed Arrays, and with What Error?",https://arxiv.org/abs/2406.11209,2024-06-17,2024-06-19
Retraining with Predicted Hard Labels Provably Increases Model Accuracy,https://arxiv.org/abs/2406.11206,2024-06-17,2024-06-19
Fine-Tuning or Fine-Failing? Debunking Performance Myths in Large Language Models,https://arxiv.org/abs/2406.11201,2024-06-17,2024-06-19
AvaTaR - Optimizing LLM Agents for Tool-Assisted Knowledge Retrieval,https://arxiv.org/abs/2406.11200,2024-06-17,2024-06-19
Graph Knowledge Distillation to Mixture of Experts,https://arxiv.org/abs/2406.11919,2024-06-17,2024-06-19
In-Context Editing - Learning Knowledge from Self-Induced Distributions,https://arxiv.org/abs/2406.11194,2024-06-17,2024-06-19
MMNeuron - Discovering Neuron-Level Domain-Specific Interpretation in Multimodal Large Language Model,https://arxiv.org/abs/2406.11193,2024-06-17,2024-06-19
Beyond Boundaries - Learning a Universal Entity Taxonomy across Datasets and Languages for Open Named Entity Recognition,https://arxiv.org/abs/2406.11192,2024-06-17,2024-06-19
A Survey on Human Preference Learning for Large Language Models,https://arxiv.org/abs/2406.11191,2024-06-17,2024-06-19
Aligning Large Language Models from Self-Reference AI Feedback with one General Principle,https://arxiv.org/abs/2406.11190,2024-06-17,2024-06-19
Save It All - Enabling Full Parameter Tuning for Federated Large Language Models via Cycle Black Gradient Descent,https://arxiv.org/abs/2406.11187,2024-06-17,2024-06-19
Learning Iterative Reasoning through Energy Diffusion,https://arxiv.org/abs/2406.11179,2024-06-17,2024-06-19
TIFG - Text-Informed Feature Generation with Large Language Models,https://arxiv.org/abs/2406.11177,2024-06-17,2024-06-19
Watch Every Step! LLM Agent Learning via Iterative Step-Level Process Refinement,https://arxiv.org/abs/2406.11176,2024-06-17,2024-06-19
BSRBF-KAN - A combination of B-splines and Radial Basic Functions in Kolmogorov-Arnold Networks,https://arxiv.org/abs/2406.11173,2024-06-17,2024-06-19
Enhancing Criminal Case Matching through Diverse Legal Factors,https://arxiv.org/abs/2406.11172,2024-06-17,2024-06-19
SUGARCREPE++ Dataset - Vision-Language Model Sensitivity to Semantic and Lexical Alterations,https://arxiv.org/abs/2406.11171,2024-06-17,2024-06-19
Two-Timescale Optimization Framework for Decentralized Linear-Quadratic Optimal Control,https://arxiv.org/abs/2406.11168,2024-06-17,2024-06-19
How Good are LLMs at Relation Extraction under Low-Resource Scenario? Comprehensive Evaluation,https://arxiv.org/abs/2406.11162,2024-06-17,2024-06-19
Emotion-LLaMA - Multimodal Emotion Recognition and Reasoning with Instruction Tuning,https://arxiv.org/abs/2406.11161,2024-06-17,2024-06-19
Move Beyond Triples - Contextual Knowledge Graph Representation and Reasoning,https://arxiv.org/abs/2406.11160,2024-06-17,2024-06-19
Distributed Stochastic Gradient Descent with Staleness - A Stochastic Delay Differential Equation Based Framework,https://arxiv.org/abs/2406.11159,2024-06-17,2024-06-19
DELRec - Distilling Sequential Pattern to Enhance LLM-based Recommendation,https://arxiv.org/abs/2406.11156,2024-06-17,2024-06-19
Interpretable modulated differentiable STFT and physics-informed balanced spectrum metric for freight train wheelset bearing cross-machine transfer fault diagnosis under speed fluctuations,https://arxiv.org/abs/2406.11917,2024-06-17,2024-06-19
Recent and Upcoming Developments in Randomized Numerical Linear Algebra for Machine Learning,https://arxiv.org/abs/2406.11151,2024-06-17,2024-06-19
GoldCoin - Grounding Large Language Models in Privacy Laws via Contextual Integrity Theory,https://arxiv.org/abs/2406.11149,2024-06-17,2024-06-19
Few-Shot Recognition via Stage-Wise Augmented Finetuning,https://arxiv.org/abs/2406.11148,2024-06-17,2024-06-19
Vul-RAG - Enhancing LLM-based Vulnerability Detection via Knowledge-level RAG,https://arxiv.org/abs/2406.11147,2024-06-17,2024-06-19
Scorecards for Synthetic Medical Data Evaluation and Reporting,https://arxiv.org/abs/2406.11143,2024-06-17,2024-06-19
Breaking Boundaries - Investigating the Effects of Model Editing on Cross-linguistic Performance,https://arxiv.org/abs/2406.11139,2024-06-17,2024-06-19
Diffusion Models in Low-Level Vision - A Survey,https://arxiv.org/abs/2406.11138,2024-06-17,2024-06-19
Towards Understanding Emotions for Engaged Mental Health Conversations,https://arxiv.org/abs/2406.11135,2024-06-17,2024-06-19
RePrompt - Planning by Automatic Prompt Engineering for Large Language Models Agents,https://arxiv.org/abs/2406.11132,2024-06-17,2024-06-19
Are Large Language Models a Good Replacement of Taxonomies?,https://arxiv.org/abs/2406.11131,2024-06-17,2024-06-19
Dynamic Order Template Prediction for Generative Aspect-Based Sentiment Analysis,https://arxiv.org/abs/2406.11130,2024-06-17,2024-06-19
Model Adaptation for Time Constrained Embodied Control,https://arxiv.org/abs/2406.11128,2024-06-17,2024-06-19
Incentivizing Quality Text Generation via Statistical Contracts,https://arxiv.org/abs/2406.11118,2024-06-17,2024-06-19
Grammaticality Representation in ChatGPT as Compared to Linguists and Laypeople,https://arxiv.org/abs/2406.11116,2024-06-17,2024-06-19
Text Grafting - Near-Distribution Weak Supervision for Minority Classes in Text Classification,https://arxiv.org/abs/2406.11115,2024-06-17,2024-06-19
How Neural Networks Learn the Support is an Implicit Regularization Effect of SGD,https://arxiv.org/abs/2406.11110,2024-06-17,2024-06-19
Exploring Safety-Utility Trade-Offs in Personalized Language Models,https://arxiv.org/abs/2406.11107,2024-06-17,2024-06-19
From Intentions to Techniques - A Comprehensive Taxonomy and Challenges in Text Watermarking for Large Language Models,https://arxiv.org/abs/2406.11106,2024-06-17,2024-06-19
Exploiting Diffusion Prior for Out-of-Distribution Detection,https://arxiv.org/abs/2406.11105,2024-06-16,2024-06-19
Grading Massive Open Online Courses Using Large Language Models,https://arxiv.org/abs/2406.11102,2024-06-16,2024-06-19
InstructCMP - Length Control in Sentence Compression through Instruction-based Large Language Models,https://arxiv.org/abs/2406.11097,2024-06-16,2024-06-19
"The Potential and Challenges of Evaluating Attitudes, Opinions, and Values in Large Language Models",https://arxiv.org/abs/2406.11096,2024-06-16,2024-06-19
RAEmoLLM - Retrieval Augmented LLMs for Cross-Domain Misinformation Detection Using In-Context Learning based on Emotional Information,https://arxiv.org/abs/2406.11093,2024-06-16,2024-06-19
Guaranteed Sampling Flexibility for Low-tubal-rank Tensor Completion,https://arxiv.org/abs/2406.11092,2024-06-16,2024-06-19
MemDPT - Differential Privacy for Memory Efficient Language Models,https://arxiv.org/abs/2406.11087,2024-06-16,2024-06-19
Multiple Sources are Better Than One - Incorporating External Knowledge in Low-Resource Glossing,https://arxiv.org/abs/2406.11085,2024-06-16,2024-06-19
Enhanced Elephant Herding Optimization for Large Scale Information Access on Social Media,https://arxiv.org/abs/2406.11916,2024-06-16,2024-06-19
miniCodeProps - a Minimal Benchmark for Proving Code Properties,https://arxiv.org/abs/2406.11915,2024-06-16,2024-06-19
Exploring the Limitations of Detecting Machine-Generated Text,https://arxiv.org/abs/2406.11073,2024-06-16,2024-06-19
Fine-grained Classes and How to Find Them,https://arxiv.org/abs/2406.11070,2024-06-16,2024-06-19
WildVision - Evaluating Vision-Language Models in the Wild with Human Preferences,https://arxiv.org/abs/2406.11069,2024-06-16,2024-06-19
A Unified View of Abstract Visual Reasoning Problems,https://arxiv.org/abs/2406.11068,2024-06-16,2024-06-19
Can LLMs Understand the Implication of Emphasized Sentences in Dialogue?,https://arxiv.org/abs/2406.11065,2024-06-16,2024-06-19
Generalization and Knowledge Transfer in Abstract Visual Reasoning Models,https://arxiv.org/abs/2406.11061,2024-06-16,2024-06-19
Initial Investigation of Kolmogorov-Arnold Networks (KANs) as Feature Extractors for IMU Based Human Activity Recognition,https://arxiv.org/abs/2406.11914,2024-06-16,2024-06-19
A Peek into Token Bias - Large Language Models Are Not Yet Genuine Reasoners,https://arxiv.org/abs/2406.11050,2024-06-16,2024-06-19
Reconsidering Sentence-Level Sign Language Translation,https://arxiv.org/abs/2406.11049,2024-06-16,2024-06-19
Leveraging Foundation Models for Multi-modal Federated Learning with Incomplete Modality,https://arxiv.org/abs/2406.11048,2024-06-16,2024-06-19
Enhancing Supermarket Robot Interaction - A Multi-Level LLM Conversational Interface for Handling Diverse Customer Intents,https://arxiv.org/abs/2406.11047,2024-06-16,2024-06-19
Kolmogorov Arnold Informed neural network - A physics-informed deep learning framework for solving PDEs based on Kolmogorov Arnold Networks,https://arxiv.org/abs/2406.11045,2024-06-16,2024-06-19
Evaluating the Performance of Large Language Models via Debates,https://arxiv.org/abs/2406.11044,2024-06-16,2024-06-19
Dynamic Normativity - Necessary and Sufficient Conditions for Value Alignment,https://arxiv.org/abs/2406.11039,2024-06-16,2024-06-19
garak - A Framework for Security Probing Large Language Models,https://arxiv.org/abs/2406.11036,2024-06-16,2024-06-19
Scaling Synthetic Logical Reasoning Datasets with Context-Sensitive Declarative Grammars,https://arxiv.org/abs/2406.11035,2024-06-16,2024-06-19
HAIChart - Human and AI Paired Visualization System,https://arxiv.org/abs/2406.11033,2024-06-16,2024-06-19
FoodieQA - A Multimodal Dataset for Fine-Grained Understanding of Chinese Food Culture,https://arxiv.org/abs/2406.11030,2024-06-16,2024-06-19
Curating Stopwords in Marathi - A TF-IDF Approach for Improved Text Analysis and Information Retrieval,https://arxiv.org/abs/2406.11029,2024-06-16,2024-06-19
Universal Cross-Lingual Text Classification,https://arxiv.org/abs/2406.11028,2024-06-16,2024-06-19
AgileCoder - Dynamic Collaborative Agents for Software Development based on Agile Methodology,https://arxiv.org/abs/2406.11912,2024-06-16,2024-06-19
Boosting Medical Image Classification with Segmentation Foundation Model,https://arxiv.org/abs/2406.11026,2024-06-16,2024-06-19
Large Language Models for Dysfluency Detection in Stuttered Speech,https://arxiv.org/abs/2406.11025,2024-06-16,2024-06-19
Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,https://arxiv.org/abs/2406.11023,2024-06-16,2024-06-19
RUPBench - Benchmarking Reasoning Under Perturbations for Robustness Evaluation in Large Language Models,https://arxiv.org/abs/2406.11020,2024-06-16,2024-06-19
Optimized Speculative Sampling for GPU Hardware Accelerators,https://arxiv.org/abs/2406.11016,2024-06-16,2024-06-19
Latent Communication in Artificial Neural Networks,https://arxiv.org/abs/2406.11014,2024-06-16,2024-06-19
Connecting the Dots - Evaluating Abstract Reasoning Capabilities of LLMs Using the New York Times Connections Word Game,https://arxiv.org/abs/2406.11012,2024-06-16,2024-06-19
Data Shapley in One Training Run,https://arxiv.org/abs/2406.11011,2024-06-16,2024-06-19
WeShap - Weak Supervision Source Evaluation with Shapley Values,https://arxiv.org/abs/2406.11010,2024-06-16,2024-06-19
A Notion of Complexity for Theory of Mind via Discrete World Models,https://arxiv.org/abs/2406.11911,2024-06-16,2024-06-19
SPEAR - Receiver-to-Receiver Acoustic Neural Warping Field,https://arxiv.org/abs/2406.11006,2024-06-16,2024-06-19
3D Gaze Tracking for Studying Collaborative Interactions in Mixed-Reality Environments,https://arxiv.org/abs/2406.11003,2024-06-16,2024-06-19
Not All Bias is Bad - Balancing Rational Deviations and Cognitive Biases in Large Language Model Reasoning,https://arxiv.org/abs/2406.10999,2024-06-16,2024-06-19
Two-level overlapping additive Schwarz preconditioner for training scientific machine learning applications,https://arxiv.org/abs/2406.10997,2024-06-16,2024-06-19
THEANINE - Revisiting Memory Management in Long-term Conversations with Timeline-augmented Response Generation,https://arxiv.org/abs/2406.10996,2024-06-16,2024-06-19
Concept-skill Transferability-based Data Selection for Large Vision-Language Models,https://arxiv.org/abs/2406.10995,2024-06-16,2024-06-19
CoSTA - Code-Switched Speech Translation using Aligned Speech-Text Interleaving,https://arxiv.org/abs/2406.10993,2024-06-16,2024-06-19
Adaptive Query Rewriting - Aligning Rewriters through Marginal Probability of Conversational Answers,https://arxiv.org/abs/2406.10991,2024-06-16,2024-06-19
Predicting the Understandability of Computational Notebooks through Code Metrics Analysis,https://arxiv.org/abs/2406.10989,2024-06-16,2024-06-19
Taking a Deep Breath - Enhancing Language Modeling of Large Language Models with Sentinel Tokens,https://arxiv.org/abs/2406.10985,2024-06-16,2024-06-19
Revisiting Cosine Similarity via Normalized ICA-transformed Embeddings,https://arxiv.org/abs/2406.10984,2024-06-16,2024-06-19
Toward Optimal LLM Alignments Using Two-Player Games,https://arxiv.org/abs/2406.10977,2024-06-16,2024-06-19
Promoting Data and Model Privacy in Federated Learning through Quantized LoRA,https://arxiv.org/abs/2406.10976,2024-06-16,2024-06-19
Towards Supporting Legal Argumentation with NLP - Is More Data Really All You Need?,https://arxiv.org/abs/2406.10974,2024-06-16,2024-06-19
ExPLoRA - Parameter-Efficient Extended Pre-Training to Adapt Vision Transformers under Domain Shifts,https://arxiv.org/abs/2406.10973,2024-06-16,2024-06-19
DocNet - Semantic Structure in Inductive Bias Detection Models,https://arxiv.org/abs/2406.10965,2024-06-16,2024-06-19
"Ontology Embedding - A Survey of Methods, Applications and Resources",https://arxiv.org/abs/2406.10964,2024-06-16,2024-06-19
SynthTree - Co-supervised Local Model Synthesis for Explainable Prediction,https://arxiv.org/abs/2406.10962,2024-06-16,2024-06-19
Open-Vocabulary X-ray Prohibited Item Detection via Fine-tuning CLIP,https://arxiv.org/abs/2406.10961,2024-06-16,2024-06-19
ESCoT - Towards Interpretable Emotional Support Dialogue Systems,https://arxiv.org/abs/2406.10960,2024-06-16,2024-06-19
On Convergence and Rate of Convergence of Policy Improvement Algorithms,https://arxiv.org/abs/2406.10959,2024-06-16,2024-06-19
City-LEO - Toward Transparent City Management Using LLM with End-to-End Optimization,https://arxiv.org/abs/2406.10958,2024-06-16,2024-06-19
Eliminating Biased Length Reliance of Direct Preference Optimization via Down-Sampled KL Divergence,https://arxiv.org/abs/2406.10957,2024-06-16,2024-06-19
Mixture-of-Subspaces in Low-Rank Adaptation,https://arxiv.org/abs/2406.11909,2024-06-16,2024-06-19
Robust Channel Learning for Large-Scale Radio Speaker Verification,https://arxiv.org/abs/2406.10956,2024-06-16,2024-06-19
Towards Efficient Target-Level Machine Unlearning Based on Essential Graph,https://arxiv.org/abs/2406.10954,2024-06-16,2024-06-19
Avoiding Copyright Infringement via Machine Unlearning,https://arxiv.org/abs/2406.10952,2024-06-16,2024-06-19
E-Bench - Towards Evaluating the Ease-of-Use of Large Language Models,https://arxiv.org/abs/2406.10950,2024-06-16,2024-06-19
Incorporating uncertainty quantification into travel mode choice modeling - a Bayesian neural network (BNN) approach and an uncertainty-guided active survey framework,https://arxiv.org/abs/2406.10948,2024-06-16,2024-06-19
Effective Generative AI - The Human-Algorithm Centaur,https://arxiv.org/abs/2406.10942,2024-06-16,2024-06-19
Towards augmented data quality management - Automation of Data Quality Rule Definition in Data Warehouses,https://arxiv.org/abs/2406.10940,2024-06-16,2024-06-19
Understanding Understanding - A Pragmatic Framework Motivated by Large Language Models,https://arxiv.org/abs/2406.10937,2024-06-16,2024-06-19
Imperceptible Rhythm Backdoor Attacks - Exploring Rhythm Transformation for Embedding Undetectable Vulnerabilities on Speech Recognition,https://arxiv.org/abs/2406.10932,2024-06-16,2024-06-19
Make Your Home Safe - Time-aware Unsupervised User Behavior Anomaly Detection in Smart Homes via Loss-guided Mask,https://arxiv.org/abs/2406.10928,2024-06-16,2024-06-19
Investigating Video Reasoning Capability of Large Language Models with Tropes in Movies,https://arxiv.org/abs/2406.10923,2024-06-16,2024-06-19
Generating Tables from the Parametric Knowledge of Language Models,https://arxiv.org/abs/2406.10922,2024-06-16,2024-06-19
Hamilton-Jacobi Based Policy-Iteration via Deep Operator Learning,https://arxiv.org/abs/2406.10920,2024-06-16,2024-06-19
Embodied Question Answering via Multi-LLM Systems,https://arxiv.org/abs/2406.10918,2024-06-16,2024-06-19
Bayesian Intervention Optimization for Causal Discovery,https://arxiv.org/abs/2406.10917,2024-06-16,2024-06-19
First-Order Manifold Data Augmentation for Regression Learning,https://arxiv.org/abs/2406.10914,2024-06-16,2024-06-19
MICL - Improving In-Context Learning through Multiple-Label Words in Demonstration,https://arxiv.org/abs/2406.10908,2024-06-16,2024-06-19
Breaking the Attention Bottleneck,https://arxiv.org/abs/2406.10906,2024-06-16,2024-06-19
"New Solutions on LLM Acceleration, Optimization, and Application",https://arxiv.org/abs/2406.10903,2024-06-16,2024-06-19
